,10,20,30,40,50,60,70,80,90,100
0,"[0.32686716318130493, 0.21777047216892242, 0.2008020579814911, 0.18492166697978973, 0.17678773403167725, 0.17274421453475952, 0.1696448177099228, 0.16710905730724335, 0.16495037078857422, 0.1632436215877533, 0.16160088777542114, 0.16017018258571625, 0.15899308025836945, 0.1577697992324829, 0.1565399467945099, 0.1556163728237152, 0.1547071486711502, 0.15395520627498627, 0.1531459391117096, 0.15248118340969086, 0.15194116532802582, 0.15112732350826263, 0.15069898962974548, 0.15024344623088837, 0.14968501031398773, 0.14918029308319092, 0.14888519048690796, 0.1484067440032959, 0.14796844124794006, 0.1477516144514084, 0.14734724164009094, 0.14714212715625763, 0.14680461585521698, 0.14651703834533691, 0.14616802334785461, 0.14592713117599487, 0.14562316238880157, 0.1454048603773117, 0.14511221647262573, 0.14488966763019562, 0.14473116397857666, 0.1444249451160431, 0.14404579997062683, 0.14395615458488464, 0.14369086921215057, 0.14349928498268127, 0.14320944249629974, 0.14294780790805817, 0.1427907794713974, 0.14266273379325867]","[0.30038005113601685, 0.200324147939682, 0.1784670650959015, 0.17168408632278442, 0.16738435626029968, 0.16409441828727722, 0.16182559728622437, 0.15966247022151947, 0.15761254727840424, 0.1557445377111435, 0.154192253947258, 0.15266788005828857, 0.1512823849916458, 0.1500949114561081, 0.14894889295101166, 0.1478421688079834, 0.14697577059268951, 0.14618702232837677, 0.14538779854774475, 0.14464066922664642, 0.14400459825992584, 0.1433144509792328, 0.14281457662582397, 0.14221443235874176, 0.1416984498500824, 0.14129596948623657, 0.1406664401292801, 0.14032332599163055, 0.13992846012115479, 0.13961097598075867, 0.1391238570213318, 0.13879452645778656, 0.13824418187141418, 0.1380881667137146, 0.1378050595521927, 0.1373709887266159, 0.13708437979221344, 0.13677667081356049, 0.13647818565368652, 0.13620826601982117, 0.13598383963108063, 0.13558462262153625, 0.13540223240852356, 0.13504758477210999, 0.13491743803024292, 0.1345711201429367, 0.13437533378601074, 0.13411512970924377, 0.13384954631328583, 0.1335858404636383]","[0.32930025458335876, 0.19086530804634094, 0.17666245996952057, 0.16965627670288086, 0.16489487886428833, 0.1615789830684662, 0.15871377289295197, 0.15643540024757385, 0.15454238653182983, 0.15268449485301971, 0.1511804610490799, 0.14959870278835297, 0.14844509959220886, 0.14711378514766693, 0.14597874879837036, 0.1449461579322815, 0.14390996098518372, 0.14292611181735992, 0.14197131991386414, 0.14114321768283844, 0.14038744568824768, 0.13962723314762115, 0.13897274434566498, 0.13833029568195343, 0.13777507841587067, 0.13720694184303284, 0.13678249716758728, 0.13628065586090088, 0.13580143451690674, 0.13543574512004852, 0.13500408828258514, 0.13468779623508453, 0.13431738317012787, 0.13399918377399445, 0.13365550339221954, 0.1332542598247528, 0.1330384612083435, 0.13271719217300415, 0.13244429230690002, 0.13219863176345825, 0.132046639919281, 0.13168175518512726, 0.13146337866783142, 0.1312863975763321, 0.13103309273719788, 0.13084110617637634, 0.13067351281642914, 0.1304696649312973, 0.13029444217681885, 0.13000014424324036]","[0.2666841149330139, 0.18543364107608795, 0.1733607053756714, 0.1668739914894104, 0.1624431014060974, 0.15916678309440613, 0.15635107457637787, 0.15391267836093903, 0.1516674906015396, 0.14965172111988068, 0.14807914197444916, 0.14641322195529938, 0.14504888653755188, 0.14363674819469452, 0.14253389835357666, 0.1412438452243805, 0.14033913612365723, 0.13932742178440094, 0.13835982978343964, 0.1373620629310608, 0.1365203559398651, 0.1356530636548996, 0.13497334718704224, 0.13424305617809296, 0.13363714516162872, 0.13304749131202698, 0.13255444169044495, 0.13201259076595306, 0.13159167766571045, 0.1311204731464386, 0.13068357110023499, 0.13034598529338837, 0.12997393310070038, 0.1296689659357071, 0.1292814016342163, 0.12904168665409088, 0.1286875307559967, 0.12844687700271606, 0.12818382680416107, 0.12794674932956696, 0.12769728899002075, 0.1274833083152771, 0.12722206115722656, 0.12698091566562653, 0.12673400342464447, 0.12663263082504272, 0.12640294432640076, 0.1263016015291214, 0.12603938579559326, 0.1258688122034073]","[0.26876357197761536, 0.18782097101211548, 0.17645230889320374, 0.16964319348335266, 0.1648038625717163, 0.16089285910129547, 0.1580611765384674, 0.15547898411750793, 0.15320439636707306, 0.15127992630004883, 0.14951762557029724, 0.14797750115394592, 0.14654764533042908, 0.14515970647335052, 0.14399020373821259, 0.14280889928340912, 0.14173229038715363, 0.1406613290309906, 0.13960692286491394, 0.13887730240821838, 0.1379840075969696, 0.13728685677051544, 0.13658486306667328, 0.13590602576732635, 0.1353418231010437, 0.1347392499446869, 0.13423071801662445, 0.13375340402126312, 0.13327644765377045, 0.13276167213916779, 0.13233990967273712, 0.1319298893213272, 0.13154497742652893, 0.13118086755275726, 0.13081637024879456, 0.13050352036952972, 0.13023361563682556, 0.129865825176239, 0.1295098513364792, 0.12928113341331482, 0.12896905839443207, 0.12874534726142883, 0.12846918404102325, 0.1281837522983551, 0.1279965043067932, 0.1276770383119583, 0.12746663391590118, 0.12718293070793152, 0.12702450156211853, 0.12681059539318085]","[0.2764788269996643, 0.18778513371944427, 0.1722659170627594, 0.1654801219701767, 0.16091081500053406, 0.1575721800327301, 0.15452790260314941, 0.151866152882576, 0.14989396929740906, 0.14792193472385406, 0.14616777002811432, 0.14462314546108246, 0.14323268830776215, 0.1420835703611374, 0.1409585177898407, 0.13988028466701508, 0.13884584605693817, 0.13791446387767792, 0.13720737397670746, 0.13642649352550507, 0.13567015528678894, 0.1349758803844452, 0.13426002860069275, 0.13366982340812683, 0.13318225741386414, 0.132572203874588, 0.13210782408714294, 0.13148579001426697, 0.13107165694236755, 0.1307184100151062, 0.13017405569553375, 0.1298212856054306, 0.12951523065567017, 0.12899072468280792, 0.1286880373954773, 0.12825286388397217, 0.12807641923427582, 0.12767842411994934, 0.12744741141796112, 0.12700700759887695, 0.12689493596553802, 0.1264631748199463, 0.12642772495746613, 0.12607765197753906, 0.12573477625846863, 0.12553392350673676, 0.12523430585861206, 0.12506110966205597, 0.1249026209115982, 0.12468589097261429]","[0.2637901306152344, 0.18793265521526337, 0.1749378740787506, 0.16815166175365448, 0.1632864624261856, 0.1594618558883667, 0.15633897483348846, 0.1535930335521698, 0.15127922594547272, 0.1489723026752472, 0.1472574919462204, 0.1455373615026474, 0.14402663707733154, 0.14247636497020721, 0.1412283331155777, 0.14004263281822205, 0.13887079060077667, 0.13783547282218933, 0.13674147427082062, 0.1356736570596695, 0.13471482694149017, 0.13389576971530914, 0.13314847648143768, 0.1323872059583664, 0.13178054988384247, 0.1310996413230896, 0.13041013479232788, 0.13013026118278503, 0.12959562242031097, 0.1291322112083435, 0.1287328600883484, 0.1284182220697403, 0.12806358933448792, 0.12764708697795868, 0.1272968053817749, 0.126827672123909, 0.1266278177499771, 0.12633216381072998, 0.12602989375591278, 0.12580500543117523, 0.1255468875169754, 0.1253603994846344, 0.1250932216644287, 0.1248508170247078, 0.12469065189361572, 0.12446434050798416, 0.12426085025072098, 0.12414523959159851, 0.12381985783576965, 0.12365340441465378]","[0.2728424370288849, 0.18370135128498077, 0.17132198810577393, 0.16433566808700562, 0.15977893769741058, 0.1562354862689972, 0.15310969948768616, 0.15056316554546356, 0.14822161197662354, 0.1463349163532257, 0.14455381035804749, 0.14314575493335724, 0.14166955649852753, 0.1405128538608551, 0.13938410580158234, 0.13840875029563904, 0.13742050528526306, 0.13650260865688324, 0.1356661468744278, 0.13481782376766205, 0.13422751426696777, 0.13340920209884644, 0.1328997164964676, 0.13221870362758636, 0.1317078173160553, 0.13121244311332703, 0.13066036999225616, 0.13032926619052887, 0.12990526854991913, 0.12953977286815643, 0.12909261882305145, 0.12871424853801727, 0.12822280824184418, 0.12801635265350342, 0.12776115536689758, 0.12736938893795013, 0.1270695924758911, 0.1268381029367447, 0.12647417187690735, 0.12630420923233032, 0.12605054676532745, 0.12581492960453033, 0.1255582869052887, 0.125248521566391, 0.12493108958005905, 0.12480434775352478, 0.12449347227811813, 0.12433800101280212, 0.12425246089696884, 0.12392433732748032]","[0.23506617546081543, 0.17555460333824158, 0.16659407317638397, 0.16149839758872986, 0.15786239504814148, 0.1547660231590271, 0.15227867662906647, 0.14999611675739288, 0.147918701171875, 0.14615722000598907, 0.14442551136016846, 0.14288783073425293, 0.14139972627162933, 0.14000676572322845, 0.13883331418037415, 0.13771004974842072, 0.13652995228767395, 0.13564234972000122, 0.1346951425075531, 0.133920356631279, 0.13309001922607422, 0.1323840618133545, 0.13170026242733002, 0.13101105391979218, 0.13045884668827057, 0.12990044057369232, 0.12933851778507233, 0.12889626622200012, 0.12839676439762115, 0.12782227993011475, 0.12749798595905304, 0.1270306408405304, 0.1266554594039917, 0.1263245940208435, 0.12603503465652466, 0.12574848532676697, 0.1253049522638321, 0.1251281499862671, 0.12481933832168579, 0.12454744428396225, 0.12426725029945374, 0.1240830346941948, 0.12384682893753052, 0.12359780073165894, 0.12342638522386551, 0.12315190583467484, 0.12293604761362076, 0.1227031722664833, 0.1224839836359024, 0.12229949980974197]","[0.24339091777801514, 0.17682895064353943, 0.16668765246868134, 0.16051770746707916, 0.15615038573741913, 0.15269306302070618, 0.14982354640960693, 0.14763328433036804, 0.1457548588514328, 0.1439603865146637, 0.14256271719932556, 0.14119727909564972, 0.14003871381282806, 0.13896587491035461, 0.1380651742219925, 0.13701999187469482, 0.13633228838443756, 0.1355675607919693, 0.1347523182630539, 0.13409298658370972, 0.1335168033838272, 0.132781982421875, 0.13219989836215973, 0.13166558742523193, 0.13117341697216034, 0.130569726228714, 0.13014759123325348, 0.12961764633655548, 0.12929648160934448, 0.1287919133901596, 0.1284305453300476, 0.12803417444229126, 0.12758956849575043, 0.12729240953922272, 0.12691935896873474, 0.1267099380493164, 0.1264006644487381, 0.12605667114257812, 0.1257586032152176, 0.12547454237937927, 0.125360906124115, 0.12492772191762924, 0.1247367188334465, 0.1244964674115181, 0.12420115619897842, 0.12393617630004883, 0.1237129271030426, 0.12368984520435333, 0.12336621433496475, 0.12313065677881241]"
1,"[0.3007771074771881, 0.19678975641727448, 0.18244169652462006, 0.17575272917747498, 0.17147822678089142, 0.16792330145835876, 0.16508403420448303, 0.16280440986156464, 0.16080814599990845, 0.15897414088249207, 0.1576056182384491, 0.15618422627449036, 0.15512631833553314, 0.15402783453464508, 0.153028666973114, 0.15219393372535706, 0.15139305591583252, 0.15071408450603485, 0.1499369740486145, 0.1493387222290039, 0.14874696731567383, 0.1482231467962265, 0.14775806665420532, 0.14734400808811188, 0.14693328738212585, 0.14653818309307098, 0.14617112278938293, 0.14585138857364655, 0.14551949501037598, 0.14503462612628937, 0.1449023336172104, 0.14448367059230804, 0.14416705071926117, 0.1438322812318802, 0.14367781579494476, 0.14321433007717133, 0.14305129647254944, 0.1427922546863556, 0.1426190286874771, 0.1424124389886856, 0.14216534793376923, 0.14189296960830688, 0.14172880351543427, 0.141512930393219, 0.14137068390846252, 0.1411421149969101, 0.1410313993692398, 0.1407429277896881, 0.14058952033519745, 0.1404487043619156]","[0.2623266875743866, 0.19311991333961487, 0.18109804391860962, 0.1740310788154602, 0.1691599041223526, 0.16553620994091034, 0.16269417107105255, 0.16018836200237274, 0.1579960286617279, 0.15628905594348907, 0.15461678802967072, 0.1531422734260559, 0.15178073942661285, 0.15054166316986084, 0.14943183958530426, 0.14839211106300354, 0.14738766849040985, 0.1464497447013855, 0.1458323448896408, 0.1450672298669815, 0.1443031281232834, 0.1438315510749817, 0.14323803782463074, 0.14269405603408813, 0.1420205682516098, 0.1414748728275299, 0.14111682772636414, 0.140492245554924, 0.14010493457317352, 0.13965807855129242, 0.1392410695552826, 0.13873052597045898, 0.1381969153881073, 0.1379348784685135, 0.13754957914352417, 0.1370808333158493, 0.13677456974983215, 0.13638432323932648, 0.13600337505340576, 0.1357109099626541, 0.13541990518569946, 0.13515757024288177, 0.134918212890625, 0.13457970321178436, 0.1344323456287384, 0.13420970737934113, 0.13386988639831543, 0.13372357189655304, 0.13340874016284943, 0.1332281082868576]","[0.28587841987609863, 0.19369731843471527, 0.17938128113746643, 0.1712721437215805, 0.16598403453826904, 0.16224528849124908, 0.15945982933044434, 0.15708193182945251, 0.15501494705677032, 0.15329672396183014, 0.15163654088974, 0.14998164772987366, 0.14866870641708374, 0.14741133153438568, 0.14615119993686676, 0.1451055109500885, 0.14416296780109406, 0.14323730766773224, 0.14242079854011536, 0.14171528816223145, 0.14099352061748505, 0.14033210277557373, 0.13978992402553558, 0.1391628533601761, 0.1386028528213501, 0.1381024420261383, 0.1376625895500183, 0.13711340725421906, 0.13666017353534698, 0.13630209863185883, 0.13585695624351501, 0.13547448813915253, 0.1351877897977829, 0.13472342491149902, 0.1344141662120819, 0.13413776457309723, 0.13378557562828064, 0.13353456556797028, 0.13322332501411438, 0.13303491473197937, 0.1326325684785843, 0.13249477744102478, 0.13208113610744476, 0.13192281126976013, 0.13177035748958588, 0.13150523602962494, 0.13123703002929688, 0.13100720942020416, 0.13085968792438507, 0.13058100640773773]","[0.30839964747428894, 0.18998220562934875, 0.17662730813026428, 0.16984345018863678, 0.16517597436904907, 0.16152426600456238, 0.15868663787841797, 0.15621758997440338, 0.15414294600486755, 0.15208426117897034, 0.15035966038703918, 0.14881575107574463, 0.14734646677970886, 0.14605233073234558, 0.14476095139980316, 0.1436842381954193, 0.14265289902687073, 0.14180588722229004, 0.14086681604385376, 0.14012274146080017, 0.13952915370464325, 0.13870283961296082, 0.13804899156093597, 0.13752199709415436, 0.13689592480659485, 0.1361071765422821, 0.13586756587028503, 0.13523761928081512, 0.1348469853401184, 0.1343252956867218, 0.13378630578517914, 0.1333548128604889, 0.132918581366539, 0.1325526237487793, 0.13214512169361115, 0.13170522451400757, 0.131262868642807, 0.13107647001743317, 0.1307009607553482, 0.13035236299037933, 0.1300104409456253, 0.12967486679553986, 0.12942050397396088, 0.1291869580745697, 0.12889638543128967, 0.12864992022514343, 0.1284416913986206, 0.12816999852657318, 0.12784552574157715, 0.12766975164413452]","[0.24963518977165222, 0.18572628498077393, 0.17433828115463257, 0.16738218069076538, 0.16265232861042023, 0.15926626324653625, 0.1563265025615692, 0.15386013686656952, 0.151669442653656, 0.14986570179462433, 0.1480892151594162, 0.14663860201835632, 0.14518648386001587, 0.14390511810779572, 0.14269694685935974, 0.14148445427417755, 0.1403576135635376, 0.13936764001846313, 0.13844944536685944, 0.1375630646944046, 0.1366991400718689, 0.1360911726951599, 0.1352716088294983, 0.13462236523628235, 0.13399843871593475, 0.13346536457538605, 0.13292759656906128, 0.13240067660808563, 0.13188792765140533, 0.13141775131225586, 0.13095279037952423, 0.1305215209722519, 0.13019965589046478, 0.12987996637821198, 0.12940740585327148, 0.12908047437667847, 0.12874190509319305, 0.128424271941185, 0.1281842738389969, 0.12790386378765106, 0.12757903337478638, 0.12728849053382874, 0.1270553320646286, 0.1268736571073532, 0.12656386196613312, 0.12643571197986603, 0.12614697217941284, 0.12591984868049622, 0.12568409740924835, 0.1255112886428833]","[0.2627241313457489, 0.18409699201583862, 0.17168505489826202, 0.16513465344905853, 0.16070908308029175, 0.1572117656469345, 0.15430548787117004, 0.15186478197574615, 0.1496724635362625, 0.1475922018289566, 0.14588893949985504, 0.1441763937473297, 0.1428544819355011, 0.14144520461559296, 0.1400250643491745, 0.13902784883975983, 0.137857586145401, 0.13697612285614014, 0.13623961806297302, 0.13539767265319824, 0.1348969042301178, 0.13421449065208435, 0.13355690240859985, 0.13302841782569885, 0.13246729969978333, 0.13202165067195892, 0.13155974447727203, 0.13105732202529907, 0.13078981637954712, 0.1303900182247162, 0.1300847828388214, 0.12970465421676636, 0.1294017732143402, 0.12909768521785736, 0.1287996917963028, 0.12852884829044342, 0.12828399240970612, 0.12794731557369232, 0.1276891976594925, 0.12746024131774902, 0.127287358045578, 0.12701784074306488, 0.126695454120636, 0.12658315896987915, 0.12637877464294434, 0.12620005011558533, 0.1259058117866516, 0.125778928399086, 0.1255684643983841, 0.12539605796337128]","[0.24418951570987701, 0.18433444201946259, 0.17274366319179535, 0.16618163883686066, 0.1615786850452423, 0.1582377403974533, 0.15534868836402893, 0.1531236320734024, 0.15092848241329193, 0.14909179508686066, 0.14721328020095825, 0.1456335037946701, 0.14411896467208862, 0.14250759780406952, 0.1412743180990219, 0.14013957977294922, 0.13918867707252502, 0.13816474378108978, 0.13734975457191467, 0.1365494579076767, 0.13585349917411804, 0.13520574569702148, 0.13449005782604218, 0.1338975876569748, 0.13338369131088257, 0.132903590798378, 0.13242776691913605, 0.131870836019516, 0.13152927160263062, 0.13100723922252655, 0.13076432049274445, 0.13030719757080078, 0.1299290955066681, 0.12956537306308746, 0.12916557490825653, 0.12896691262722015, 0.12855203449726105, 0.12836579978466034, 0.1280152052640915, 0.1277662217617035, 0.12747205793857574, 0.12725594639778137, 0.12700852751731873, 0.12676775455474854, 0.12644743919372559, 0.1262882798910141, 0.12598110735416412, 0.12579801678657532, 0.12564973533153534, 0.12542515993118286]","[0.2564125955104828, 0.1799495369195938, 0.1694849580526352, 0.16351689398288727, 0.15973028540611267, 0.15669743716716766, 0.1540358066558838, 0.15211252868175507, 0.15027780830860138, 0.1484230011701584, 0.1469888836145401, 0.14547236263751984, 0.14414860308170319, 0.14292798936367035, 0.14174917340278625, 0.14077383279800415, 0.1397375911474228, 0.13867883384227753, 0.137888103723526, 0.1370411515235901, 0.13623516261577606, 0.13546514511108398, 0.1346132606267929, 0.13395608961582184, 0.13349810242652893, 0.13290300965309143, 0.1323028951883316, 0.13178575038909912, 0.13135240972042084, 0.13087031245231628, 0.13049761950969696, 0.13001568615436554, 0.129635289311409, 0.1291836053133011, 0.12898558378219604, 0.12860383093357086, 0.12824063003063202, 0.12793773412704468, 0.12764760851860046, 0.12726029753684998, 0.12697306275367737, 0.12669909000396729, 0.12640570104122162, 0.12616783380508423, 0.12575741112232208, 0.12563012540340424, 0.12549053132534027, 0.12520134449005127, 0.1251305788755417, 0.1248457282781601]","[0.24787099659442902, 0.17666341364383698, 0.1675453633069992, 0.16214217245578766, 0.1580028384923935, 0.15487802028656006, 0.15250959992408752, 0.15035077929496765, 0.14859797060489655, 0.1469939798116684, 0.14534786343574524, 0.1438623070716858, 0.14257533848285675, 0.14133097231388092, 0.140353724360466, 0.1390518695116043, 0.13801872730255127, 0.1371537297964096, 0.13619741797447205, 0.1354953795671463, 0.1345774531364441, 0.13384775817394257, 0.13313637673854828, 0.1324453055858612, 0.1318727731704712, 0.13132399320602417, 0.1305956095457077, 0.1301666498184204, 0.12964287400245667, 0.12917861342430115, 0.12874668836593628, 0.12825782597064972, 0.1278398036956787, 0.12762579321861267, 0.12717992067337036, 0.12676632404327393, 0.1265082210302353, 0.126141756772995, 0.12578506767749786, 0.1255457103252411, 0.12528447806835175, 0.12492234259843826, 0.12474323064088821, 0.12449284642934799, 0.12408989667892456, 0.12409688532352448, 0.12373241037130356, 0.12354040145874023, 0.12319906800985336, 0.12297399342060089]","[0.24936087429523468, 0.18266870081424713, 0.17171140015125275, 0.16545602679252625, 0.16113819181919098, 0.15763720870018005, 0.15470241010189056, 0.15208391845226288, 0.14963459968566895, 0.14751341938972473, 0.14569132030010223, 0.14405685663223267, 0.1423720270395279, 0.14091366529464722, 0.13947834074497223, 0.13823488354682922, 0.13713161647319794, 0.13612334430217743, 0.13511931896209717, 0.13429966568946838, 0.133310928940773, 0.13260789215564728, 0.1319107711315155, 0.13124123215675354, 0.13072693347930908, 0.13012851774692535, 0.12941738963127136, 0.12903724610805511, 0.12844713032245636, 0.1281026005744934, 0.12774710357189178, 0.1273084282875061, 0.12688729166984558, 0.12657535076141357, 0.12629064917564392, 0.12591971457004547, 0.1257009506225586, 0.12530873715877533, 0.12501582503318787, 0.12472489476203918, 0.12455327063798904, 0.12428387254476547, 0.12402646988630295, 0.12374846637248993, 0.12349453568458557, 0.12335372716188431, 0.12305226176977158, 0.12285474687814713, 0.12271375954151154, 0.12240332365036011]"
