,1.3,1.2,1.1,1.0,0.9,0.8,0.7
0,"[0.9962088465690613, 0.9962181448936462, 0.996251106262207, 0.9961737394332886, 0.9962469339370728, 0.9962204098701477, 0.996213436126709, 0.9962507486343384, 0.9961493611335754, 0.9961626529693604, 0.9962489604949951, 0.9961618781089783, 0.9961799383163452, 0.9961702227592468, 0.9961418509483337, 0.996246874332428, 0.9962083101272583, 0.9962496757507324, 0.9961583018302917, 0.9962295293807983, 0.9962413907051086, 0.9961992502212524, 0.9961585402488708, 0.9962158799171448, 0.9962215423583984, 0.9961848855018616, 0.996245265007019, 0.9962235689163208, 0.9961907267570496, 0.9962482452392578, 0.9961662292480469, 0.9962772727012634, 0.9962106943130493, 0.9961130023002625, 0.9962630271911621, 0.9962184429168701, 0.9962077140808105, 0.9962194561958313, 0.9961225986480713, 0.9962638020515442, 0.9962166547775269, 0.9961930513381958, 0.9962489008903503, 0.9962271451950073, 0.9961978197097778, 0.9962027668952942, 0.9961914420127869, 0.9962456822395325, 0.9962470531463623, 0.996181845664978]","[0.996265709400177, 0.9961801171302795, 0.9962142109870911, 0.9962239861488342, 0.9961990118026733, 0.9962515234947205, 0.9961956739425659, 0.9962236285209656, 0.9961912035942078, 0.9962512850761414, 0.996146023273468, 0.996224045753479, 0.9962472319602966, 0.996221661567688, 0.9962285757064819, 0.9962274432182312, 0.9962489604949951, 0.9962388873100281, 0.9962119460105896, 0.9962041974067688, 0.9962155222892761, 0.9962131381034851, 0.9962126612663269, 0.9962336421012878, 0.9961774945259094, 0.9962820410728455, 0.9961566925048828, 0.9961274266242981, 0.996195912361145, 0.9962593913078308, 0.9962196350097656, 0.9961223006248474, 0.9962947964668274, 0.9962295889854431, 0.9962325692176819, 0.9961919188499451, 0.9962575435638428, 0.9962347745895386, 0.9961602687835693, 0.9962305426597595, 0.9962557554244995, 0.996227502822876, 0.9962673783302307, 0.9962427020072937, 0.9962258338928223, 0.9962319135665894, 0.9962559342384338, 0.9961848855018616, 0.996211588382721, 0.9962331652641296]","[0.9962425231933594, 0.9961981177330017, 0.996244490146637, 0.9961867332458496, 0.9962384104728699, 0.9962435364723206, 0.9961971044540405, 0.9962649345397949, 0.9962578415870667, 0.9962518215179443, 0.9962427616119385, 0.996246337890625, 0.9962233304977417, 0.9961974620819092, 0.9962350130081177, 0.996236264705658, 0.9961882829666138, 0.9960787892341614, 0.9962230324745178, 0.9962587952613831, 0.9961906671524048, 0.9962270259857178, 0.9961680769920349, 0.996226966381073, 0.9962579607963562, 0.9962438344955444, 0.9962515234947205, 0.9962106347084045, 0.9962489008903503, 0.9962087869644165, 0.9962002038955688, 0.9962183237075806, 0.996240496635437, 0.9962282776832581, 0.9962193965911865, 0.9961434006690979, 0.9962517619132996, 0.9962131977081299, 0.9962142109870911, 0.9962354302406311, 0.9962310194969177, 0.9962302446365356, 0.9962103962898254, 0.9961575865745544, 0.9962476491928101, 0.9962188601493835, 0.9962134957313538, 0.9961982369422913, 0.9961111545562744, 0.9962638020515442]","[0.9962051510810852, 0.9962007403373718, 0.9962349534034729, 0.9961927533149719, 0.9962555170059204, 0.9962108731269836, 0.9962314963340759, 0.9962424039840698, 0.996249258518219, 0.9962428212165833, 0.9962388277053833, 0.9961897134780884, 0.9961756467819214, 0.9962383508682251, 0.9959849119186401, 0.996243417263031, 0.9961037635803223, 0.996212899684906, 0.9962154626846313, 0.9962292909622192, 0.9962071776390076, 0.9962325692176819, 0.9961965680122375, 0.9962202310562134, 0.9961381554603577, 0.9962562918663025, 0.9962364435195923, 0.9962388277053833, 0.9962388873100281, 0.996229350566864, 0.9961432218551636, 0.9962583780288696, 0.996212363243103, 0.996236264705658, 0.996193528175354, 0.9961870908737183, 0.9962764978408813, 0.9961399435997009, 0.9962756037712097, 0.9962067604064941, 0.9961761236190796, 0.996292769908905, 0.9962172508239746, 0.9962161183357239, 0.9962220788002014, 0.9962518811225891, 0.9962155222892761, 0.9962487816810608, 0.9961758255958557, 0.9962660670280457]","[0.9961928129196167, 0.996211588382721, 0.9962398409843445, 0.9961538910865784, 0.996261477470398, 0.9962419271469116, 0.9962199330329895, 0.9962274432182312, 0.9962378740310669, 0.9962155222892761, 0.9962649345397949, 0.9962266683578491, 0.9962292909622192, 0.9962430596351624, 0.9962494373321533, 0.9962380528450012, 0.9962404370307922, 0.9961236119270325, 0.9961321353912354, 0.9962403178215027, 0.9962501525878906, 0.9961886405944824, 0.9962078332901001, 0.9962297081947327, 0.9962513446807861, 0.9962105751037598, 0.9962087273597717, 0.9962388873100281, 0.996196448802948, 0.99626225233078, 0.9962255954742432, 0.9962377548217773, 0.9962536096572876, 0.9962292909622192, 0.9962588548660278, 0.9962432980537415, 0.996207594871521, 0.99622642993927, 0.9962214827537537, 0.9962214827537537, 0.9962404370307922, 0.9962354898452759, 0.9962082505226135, 0.9962515234947205, 0.9962297081947327, 0.9962332248687744, 0.9961721897125244, 0.9962010383605957, 0.9962211847305298, 0.9962212443351746]","[0.9961984157562256, 0.9961563944816589, 0.9962339997291565, 0.996216893196106, 0.9962331056594849, 0.9962272047996521, 0.996238112449646, 0.9962345361709595, 0.9962450861930847, 0.9962368607521057, 0.9962210655212402, 0.9960939884185791, 0.9962598085403442, 0.9962321519851685, 0.9962087869644165, 0.9962538480758667, 0.9962207078933716, 0.9962058663368225, 0.9962141513824463, 0.9962285161018372, 0.9962267279624939, 0.9961885213851929, 0.9961531162261963, 0.9962266087532043, 0.9962078332901001, 0.9962114691734314, 0.9962611794471741, 0.9961991906166077, 0.9962010383605957, 0.9962316751480103, 0.9962279200553894, 0.9962232112884521, 0.9962232112884521, 0.9962264895439148, 0.9961569905281067, 0.9961764812469482, 0.9961864948272705, 0.9962623715400696, 0.9962337017059326, 0.9962049126625061, 0.9962553381919861, 0.996192455291748, 0.9961712956428528, 0.9962469339370728, 0.996160626411438, 0.9962576031684875, 0.9962450861930847, 0.9962283968925476, 0.9962334036827087, 0.9962412714958191]","[0.9962515234947205, 0.9962220788002014, 0.9961330890655518, 0.9962072372436523, 0.9962012767791748, 0.9962207674980164, 0.9962456226348877, 0.9962326288223267, 0.9962517619132996, 0.996202826499939, 0.9961453676223755, 0.9962007403373718, 0.9961718320846558, 0.9962365031242371, 0.996233344078064, 0.996238648891449, 0.9961816668510437, 0.996243417263031, 0.9962291717529297, 0.9961994886398315, 0.9962482452392578, 0.9962260723114014, 0.9962470531463623, 0.996211588382721, 0.9962282180786133, 0.9962401986122131, 0.9962453842163086, 0.9962228536605835, 0.9962570071220398, 0.9962512254714966, 0.9962233901023865, 0.9962512254714966, 0.9961622357368469, 0.9962629675865173, 0.9961442947387695, 0.9962250590324402, 0.9961365461349487, 0.9962691068649292, 0.9962496757507324, 0.9961872100830078, 0.9961870908737183, 0.9961510896682739, 0.9962136745452881, 0.996240496635437, 0.9962295889854431, 0.996192455291748, 0.9961443543434143, 0.9962180256843567, 0.9962310194969177, 0.9962308406829834]"
1,"[0.9386166930198669, 0.8880922794342041, 0.880124032497406, 0.872559666633606, 0.8658290505409241, 0.8580048680305481, 0.8435670137405396, 0.8055809736251831, 0.7576467394828796, 0.7378815412521362, 0.7136874198913574, 0.6896969676017761, 0.6593051552772522, 0.626510500907898, 0.608050525188446, 0.5933607220649719, 0.5764093399047852, 0.5626433491706848, 0.5479796528816223, 0.535558819770813, 0.5213697552680969, 0.5019230246543884, 0.481155127286911, 0.46880775690078735, 0.460760235786438, 0.4533693790435791, 0.4468415677547455, 0.43997496366500854, 0.4323706328868866, 0.4279465973377228, 0.4245918393135071, 0.42152103781700134, 0.4186791777610779, 0.41596561670303345, 0.4133800268173218, 0.41089189052581787, 0.4084837734699249, 0.406014621257782, 0.4036526381969452, 0.40106549859046936, 0.3980881869792938, 0.3945068120956421, 0.3886524438858032, 0.38054797053337097, 0.37451818585395813, 0.3700202703475952, 0.367095947265625, 0.3644252121448517, 0.3604254126548767, 0.3526250422000885]","[0.9384456872940063, 0.8876066207885742, 0.8795820474624634, 0.8717764616012573, 0.8652538061141968, 0.8563872575759888, 0.8418369889259338, 0.8040130734443665, 0.7562533020973206, 0.7363747954368591, 0.7126046419143677, 0.6881213188171387, 0.6623097062110901, 0.6360607743263245, 0.6151626706123352, 0.5990114808082581, 0.5837807059288025, 0.5726172924041748, 0.5623018741607666, 0.5519932508468628, 0.5398239493370056, 0.5248045325279236, 0.5100280046463013, 0.4942631423473358, 0.4790809452533722, 0.46731847524642944, 0.4605786204338074, 0.45514389872550964, 0.4467543959617615, 0.4370230734348297, 0.4324541985988617, 0.42749324440956116, 0.4217967391014099, 0.41779646277427673, 0.41498157382011414, 0.4123612642288208, 0.40992042422294617, 0.40738603472709656, 0.40491753816604614, 0.4023488461971283, 0.39959970116615295, 0.3964092433452606, 0.3931792080402374, 0.3903971314430237, 0.3876875638961792, 0.3848627805709839, 0.38136163353919983, 0.3761175274848938, 0.369497686624527, 0.365914911031723]","[0.9404319524765015, 0.8872542381286621, 0.8788890838623047, 0.8706851601600647, 0.8640855550765991, 0.8546282649040222, 0.8380607962608337, 0.7850140333175659, 0.751745879650116, 0.7330175042152405, 0.7090415954589844, 0.6833436489105225, 0.6563271284103394, 0.6337769031524658, 0.6167097687721252, 0.603422999382019, 0.5914836525917053, 0.5781737565994263, 0.5646277070045471, 0.5518069863319397, 0.5404256582260132, 0.527745246887207, 0.5139034390449524, 0.5014598369598389, 0.4916098117828369, 0.4819909632205963, 0.471697062253952, 0.4647808074951172, 0.4590883255004883, 0.4543105363845825, 0.449865460395813, 0.4449999928474426, 0.4401259124279022, 0.4359244108200073, 0.4324881434440613, 0.42934325337409973, 0.42627182602882385, 0.4230574667453766, 0.41935545206069946, 0.41400739550590515, 0.40675976872444153, 0.40157631039619446, 0.3982267379760742, 0.39496442675590515, 0.3918500244617462, 0.38875651359558105, 0.3854672610759735, 0.38060012459754944, 0.3739885985851288, 0.3698309063911438]","[0.9417612552642822, 0.8864729404449463, 0.877579391002655, 0.8698664307594299, 0.8647376298904419, 0.8596057891845703, 0.849930465221405, 0.8295964002609253, 0.7748327851295471, 0.7473050355911255, 0.7300841808319092, 0.704237163066864, 0.6744582056999207, 0.6524482369422913, 0.6349364519119263, 0.6181935667991638, 0.6053665280342102, 0.5937774777412415, 0.5827875137329102, 0.5723439455032349, 0.5604183673858643, 0.5460988879203796, 0.5306870937347412, 0.5158370137214661, 0.5022860765457153, 0.4902753233909607, 0.48234909772872925, 0.47270435094833374, 0.4610709249973297, 0.4515957832336426, 0.44457313418388367, 0.4379350244998932, 0.4282880425453186, 0.42243218421936035, 0.41881585121154785, 0.41581326723098755, 0.41309604048728943, 0.41066625714302063, 0.4084427058696747, 0.4062221944332123, 0.40401074290275574, 0.40199923515319824, 0.3999529182910919, 0.3977982699871063, 0.3954778015613556, 0.3930312693119049, 0.3902353048324585, 0.38621985912323, 0.3805873394012451, 0.3759618401527405]","[0.938330888748169, 0.8857728242874146, 0.8770893812179565, 0.8696082830429077, 0.8637540340423584, 0.8539706468582153, 0.8360440135002136, 0.7796270251274109, 0.7521411776542664, 0.7339490652084351, 0.710456132888794, 0.6890126466751099, 0.6708041429519653, 0.6552921533584595, 0.6376545429229736, 0.6221394538879395, 0.6086050271987915, 0.5947144627571106, 0.5825119018554688, 0.5730378031730652, 0.5628994703292847, 0.5530145168304443, 0.5424553751945496, 0.531730055809021, 0.5211329460144043, 0.5111867785453796, 0.5029667615890503, 0.4962663948535919, 0.4872162342071533, 0.4774426817893982, 0.46806156635284424, 0.4610843062400818, 0.45377984642982483, 0.4446038603782654, 0.4391423165798187, 0.4357803761959076, 0.43266555666923523, 0.42974725365638733, 0.4267518222332001, 0.42388245463371277, 0.4207659363746643, 0.41713452339172363, 0.41337859630584717, 0.410135954618454, 0.4072771966457367, 0.40460288524627686, 0.4021323025226593, 0.3995617926120758, 0.3966231644153595, 0.3926026225090027]","[0.9418256878852844, 0.8855120539665222, 0.8763826489448547, 0.868901252746582, 0.8621964454650879, 0.8506307601928711, 0.8226447105407715, 0.772013247013092, 0.751855194568634, 0.7305305004119873, 0.7063618898391724, 0.6812752485275269, 0.6566414833068848, 0.639141857624054, 0.6238229274749756, 0.613431990146637, 0.6033801436424255, 0.592901349067688, 0.5776512622833252, 0.5587495565414429, 0.5446935892105103, 0.534518301486969, 0.5253020524978638, 0.5152003169059753, 0.5068000555038452, 0.5001801252365112, 0.4926965534687042, 0.48523014783859253, 0.4803183674812317, 0.4755859076976776, 0.4704713225364685, 0.46586179733276367, 0.4621393084526062, 0.45883822441101074, 0.45595088601112366, 0.4529329240322113, 0.4492986500263214, 0.4450499415397644, 0.44108617305755615, 0.4369446039199829, 0.43324461579322815, 0.4303147792816162, 0.42780253291130066, 0.4253442585468292, 0.4229849576950073, 0.4207170307636261, 0.41844961047172546, 0.41624554991722107, 0.41408637166023254, 0.412006676197052]","[0.9484474062919617, 0.8852003812789917, 0.8750279545783997, 0.8677557110786438, 0.86232590675354, 0.8525876998901367, 0.8360763788223267, 0.7813204526901245, 0.7540753483772278, 0.7374081015586853, 0.7157328128814697, 0.6939839124679565, 0.6722649335861206, 0.6560030579566956, 0.6437660455703735, 0.6292021870613098, 0.6170859932899475, 0.607886791229248, 0.598865270614624, 0.5897647738456726, 0.579566478729248, 0.5691561698913574, 0.5597432255744934, 0.5513225793838501, 0.5442091226577759, 0.5379656553268433, 0.5316287279129028, 0.5256757140159607, 0.5196958184242249, 0.5133823752403259, 0.508066713809967, 0.5026766061782837, 0.49603989720344543, 0.48994511365890503, 0.48290345072746277, 0.47421160340309143, 0.46801793575286865, 0.46288877725601196, 0.45770737528800964, 0.4517592191696167, 0.4460979998111725, 0.44185441732406616, 0.4382244646549225, 0.435244083404541, 0.43218109011650085, 0.4294203221797943, 0.42667701840400696, 0.42406192421913147, 0.42161527276039124, 0.41920244693756104]"
2,"[0.9962499737739563, 0.9962077736854553, 0.9962686896324158, 0.9962365627288818, 0.9962072372436523, 0.9962271451950073, 0.9961581826210022, 0.9961833357810974, 0.996256947517395, 0.9962270259857178, 0.9962413907051086, 0.9962092638015747, 0.9962315559387207, 0.9962250590324402, 0.9962215423583984, 0.9962502717971802, 0.9962489604949951, 0.9961891770362854, 0.9962536096572876, 0.9962199926376343, 0.9962186217308044, 0.9962248206138611, 0.9962536096572876, 0.9961997270584106, 0.9962332248687744, 0.9962295889854431, 0.9961774945259094, 0.9962178468704224, 0.9962245225906372, 0.9962025284767151, 0.9962484836578369, 0.9962315559387207, 0.9962315559387207, 0.9962334632873535, 0.9961260557174683, 0.9962574243545532, 0.9962302446365356, 0.9961400628089905, 0.9962515830993652, 0.996213436126709, 0.996157169342041, 0.9962043166160583, 0.996161937713623, 0.9962375164031982, 0.9961621165275574, 0.9962539672851562, 0.9962481260299683, 0.9961655735969543, 0.9961374998092651, 0.996240496635437]","[0.9962399005889893, 0.996243417263031, 0.996188223361969, 0.9962412118911743, 0.9961776733398438, 0.9962583184242249, 0.9961828589439392, 0.9961790442466736, 0.9962427020072937, 0.9961346387863159, 0.9962864518165588, 0.996256947517395, 0.9962233901023865, 0.9961804747581482, 0.9962300062179565, 0.9962315559387207, 0.9962712526321411, 0.9961969256401062, 0.9962266087532043, 0.9962512850761414, 0.9961747527122498, 0.9961935877799988, 0.9962075352668762, 0.9962227940559387, 0.9962225556373596, 0.9962328672409058, 0.9961374998092651, 0.996268630027771, 0.9961286783218384, 0.9962591528892517, 0.9962278008460999, 0.9961974620819092, 0.996195375919342, 0.9962331652641296, 0.996240496635437, 0.9961560964584351, 0.9962388277053833, 0.9962093830108643, 0.9962201714515686, 0.9962248206138611, 0.9961737990379333, 0.9962921738624573, 0.9962199330329895, 0.9962370991706848, 0.9961313605308533, 0.9962798357009888, 0.9962501525878906, 0.9962399005889893, 0.996206521987915, 0.9962414503097534]","[0.9962295293807983, 0.9962453842163086, 0.9962319135665894, 0.9961981177330017, 0.9962729811668396, 0.9961625933647156, 0.9962117075920105, 0.9962520599365234, 0.9961581826210022, 0.9962049126625061, 0.9962462782859802, 0.996215283870697, 0.9962276220321655, 0.9962471127510071, 0.9962379932403564, 0.9962184429168701, 0.9962307810783386, 0.9961482286453247, 0.9962298274040222, 0.9961985945701599, 0.9962645769119263, 0.9962552189826965, 0.9961961507797241, 0.9962412714958191, 0.9961287975311279, 0.9962619543075562, 0.9961971044540405, 0.9961850047111511, 0.9962739944458008, 0.9961819052696228, 0.9961752891540527, 0.9961673617362976, 0.9961419701576233, 0.996184766292572, 0.9962337613105774, 0.996224582195282, 0.996192216873169, 0.9962217211723328, 0.9962269067764282, 0.9962390661239624, 0.9962020516395569, 0.9961861968040466, 0.9961015582084656, 0.9962600469589233, 0.9962049126625061, 0.996210515499115, 0.9962294697761536, 0.9962608814239502, 0.9962348937988281, 0.9962584972381592]","[0.9962533116340637, 0.9962459206581116, 0.9962177872657776, 0.9962431788444519, 0.9961987733840942, 0.9962227940559387, 0.9960232377052307, 0.996210515499115, 0.9962396621704102, 0.996221661567688, 0.996268630027771, 0.9962051510810852, 0.9962388277053833, 0.99615877866745, 0.9961854219436646, 0.99619460105896, 0.9962460994720459, 0.9962388873100281, 0.9961868524551392, 0.9962038397789001, 0.9962100982666016, 0.996280312538147, 0.9962350130081177, 0.9962465763092041, 0.9961830973625183, 0.9962682127952576, 0.9961673617362976, 0.9962137937545776, 0.9962158799171448, 0.9962674379348755, 0.9962186813354492, 0.9961221814155579, 0.9962427020072937, 0.9962059259414673, 0.9962443709373474, 0.9962190985679626, 0.9960793256759644, 0.9961863160133362, 0.9962522983551025, 0.996229350566864, 0.9961860775947571, 0.9961647391319275, 0.9962311387062073, 0.9962680339813232, 0.9961906671524048, 0.9962173700332642, 0.9962210655212402, 0.9961339235305786, 0.9962455034255981, 0.996211051940918]","[0.9962359666824341, 0.9962651133537292, 0.9962230324745178, 0.9962211847305298, 0.9962551593780518, 0.9962389469146729, 0.9962108731269836, 0.996236264705658, 0.9961777329444885, 0.9962430000305176, 0.9962472319602966, 0.9960829615592957, 0.9962303042411804, 0.9962528347969055, 0.9961801171302795, 0.9960798025131226, 0.9962220788002014, 0.996199905872345, 0.9962111115455627, 0.9961997270584106, 0.9962323904037476, 0.9962109327316284, 0.996213972568512, 0.9961341023445129, 0.9962005019187927, 0.9961606860160828, 0.9962081909179688, 0.9962413907051086, 0.996217668056488, 0.9961804747581482, 0.9962517619132996, 0.9962429404258728, 0.9962093830108643, 0.996225893497467, 0.9961954951286316, 0.996215283870697, 0.9962512850761414, 0.9962607026100159, 0.9961983561515808, 0.9962111711502075, 0.9961929321289062, 0.9961189031600952, 0.9961265921592712, 0.9962205290794373, 0.9962310194969177, 0.9961656928062439, 0.9961248636245728, 0.9963093996047974, 0.9961910843849182, 0.996243417263031]","[0.9962501525878906, 0.9962499141693115, 0.9961747527122498, 0.9962359070777893, 0.9962005019187927, 0.9961831569671631, 0.9962014555931091, 0.9961342215538025, 0.9961975812911987, 0.9962546229362488, 0.9962145090103149, 0.9961951375007629, 0.9962447881698608, 0.9961782693862915, 0.9961645603179932, 0.9962558746337891, 0.9962176084518433, 0.9962145686149597, 0.9962212443351746, 0.9961370825767517, 0.9962713122367859, 0.9962307214736938, 0.996211051940918, 0.9962438344955444, 0.9962031841278076, 0.9962337017059326, 0.9962471723556519, 0.9962388873100281, 0.9962442517280579, 0.9962145686149597, 0.9962375164031982, 0.9961634874343872, 0.9962223172187805, 0.9962343573570251, 0.9962261915206909, 0.9962047338485718, 0.9962531924247742, 0.9962360262870789, 0.9962080121040344, 0.9962562918663025, 0.996223509311676, 0.996170699596405, 0.9962806105613708, 0.9961328506469727, 0.9962388277053833, 0.9960635304450989, 0.996173083782196, 0.9962058663368225, 0.9962691068649292, 0.996249794960022]","[0.9961543083190918, 0.9961598515510559, 0.9962220788002014, 0.9962341785430908, 0.9961867928504944, 0.9961556196212769, 0.9962487816810608, 0.9961631298065186, 0.9962179064750671, 0.9961897134780884, 0.9962509870529175, 0.9962256550788879, 0.9961748123168945, 0.9962243437767029, 0.996266782283783, 0.9962460994720459, 0.996217668056488, 0.9962376356124878, 0.996204674243927, 0.996178388595581, 0.9962537884712219, 0.9962393045425415, 0.9962087869644165, 0.9962447881698608, 0.996199905872345, 0.9961904883384705, 0.996107816696167, 0.9962401390075684, 0.9962289333343506, 0.9962166547775269, 0.9961626529693604, 0.9961899518966675, 0.9962466359138489, 0.9962081909179688, 0.9962043166160583, 0.9962309002876282, 0.9962432980537415, 0.9962378144264221, 0.996239185333252, 0.996215283870697, 0.9962349534034729, 0.9962232112884521, 0.9962317943572998, 0.9962230920791626, 0.9961293339729309, 0.9962357878684998, 0.9962033033370972, 0.9962397217750549, 0.9962168335914612, 0.9962356686592102]"
3,"[0.5119310021400452, 0.21327991783618927, 0.1781773716211319, 0.1679898053407669, 0.16276657581329346, 0.15919466316699982, 0.15626609325408936, 0.1543722003698349, 0.1526460200548172, 0.1512870490550995, 0.14989276230335236, 0.14863261580467224, 0.14750196039676666, 0.146529421210289, 0.14572978019714355, 0.14446894824504852, 0.14359571039676666, 0.14270922541618347, 0.1418810933828354, 0.14113940298557281, 0.14014321565628052, 0.13927532732486725, 0.1383374035358429, 0.13743644952774048, 0.1365043818950653, 0.13530263304710388, 0.13442730903625488, 0.1332196295261383, 0.1317283660173416, 0.13016840815544128, 0.1286264955997467, 0.1269352287054062, 0.12501487135887146, 0.12309805303812027, 0.12088365107774734, 0.1184518039226532, 0.11638978868722916, 0.11376984417438507, 0.11132457107305527, 0.10890431702136993, 0.1066225990653038, 0.10433760285377502, 0.10217106342315674, 0.0999688059091568, 0.09804876893758774, 0.09623920917510986, 0.0945378914475441, 0.0928293764591217, 0.09142433851957321, 0.09003256261348724]","[0.5294004082679749, 0.21939516067504883, 0.1801142394542694, 0.16877636313438416, 0.16308949887752533, 0.1593221127986908, 0.15635041892528534, 0.15415646135807037, 0.1525423377752304, 0.1509716957807541, 0.14956586062908173, 0.14824572205543518, 0.14699573814868927, 0.14626309275627136, 0.14491982758045197, 0.1441994458436966, 0.14324399828910828, 0.1421952098608017, 0.14139287173748016, 0.14062339067459106, 0.13981978595256805, 0.1388927400112152, 0.13812722265720367, 0.1371954083442688, 0.13627618551254272, 0.13548675179481506, 0.13452409207820892, 0.13353891670703888, 0.1323605626821518, 0.13113166391849518, 0.1299077719449997, 0.1285696029663086, 0.1270623356103897, 0.12507949769496918, 0.12340985238552094, 0.1214861050248146, 0.1191330999135971, 0.11708077043294907, 0.1147753968834877, 0.1127568855881691, 0.11009296774864197, 0.1077231764793396, 0.10540113598108292, 0.1034507304430008, 0.10117623955011368, 0.09908968955278397, 0.09729429334402084, 0.09519904851913452, 0.09373252093791962, 0.09212202578783035]","[0.5161064863204956, 0.21320654451847076, 0.1778945028781891, 0.1677088588476181, 0.16208063066005707, 0.15872420370578766, 0.15584160387516022, 0.15368472039699554, 0.15181085467338562, 0.15025626122951508, 0.1488858461380005, 0.14784999191761017, 0.1467684954404831, 0.1456380933523178, 0.14451487362384796, 0.14361882209777832, 0.1428079605102539, 0.14205163717269897, 0.1410881131887436, 0.1401149481534958, 0.1392686367034912, 0.13867038488388062, 0.13794873654842377, 0.13682858645915985, 0.13565613329410553, 0.13496056199073792, 0.1335604190826416, 0.1327945739030838, 0.1315198540687561, 0.13012103736400604, 0.12861385941505432, 0.12691406905651093, 0.12537218630313873, 0.12304680049419403, 0.12084045261144638, 0.11866150796413422, 0.11626182496547699, 0.11397261172533035, 0.1115635558962822, 0.10881688445806503, 0.10661660879850388, 0.10439126193523407, 0.1021442785859108, 0.09993279725313187, 0.09776425361633301, 0.09579477459192276, 0.09407192468643188, 0.09238994121551514, 0.09088434278964996, 0.08939564228057861]","[0.5282626152038574, 0.21894514560699463, 0.1780594438314438, 0.16748693585395813, 0.16164831817150116, 0.15784397721290588, 0.1551780104637146, 0.15290267765522003, 0.15103678405284882, 0.14938464760780334, 0.14794690907001495, 0.14671649038791656, 0.1454758495092392, 0.1443791687488556, 0.1434888392686844, 0.1424376219511032, 0.1413673311471939, 0.14057736098766327, 0.13972699642181396, 0.13870498538017273, 0.13800252974033356, 0.13704675436019897, 0.13615195453166962, 0.13496606051921844, 0.13410386443138123, 0.13309131562709808, 0.13174331188201904, 0.1303204596042633, 0.12881746888160706, 0.12709705531597137, 0.12561467289924622, 0.12378179281949997, 0.12163721024990082, 0.1195298582315445, 0.11690560728311539, 0.11470180749893188, 0.11240191757678986, 0.10998456180095673, 0.1075141578912735, 0.10517434030771255, 0.10293374210596085, 0.10063261538743973, 0.09847318381071091, 0.09662255644798279, 0.09481681883335114, 0.09310995042324066, 0.0914657786488533, 0.08988390862941742, 0.08859460800886154, 0.0871574878692627]","[0.5577602386474609, 0.2293941229581833, 0.18058842420578003, 0.16830343008041382, 0.16202744841575623, 0.1578611582517624, 0.15478397905826569, 0.15249596536159515, 0.15032503008842468, 0.1488415151834488, 0.14728589355945587, 0.14607544243335724, 0.14448578655719757, 0.14349347352981567, 0.14247386157512665, 0.1415174901485443, 0.14070825278759003, 0.13958027958869934, 0.13856591284275055, 0.1378357857465744, 0.1368926614522934, 0.13591228425502777, 0.13501498103141785, 0.13427695631980896, 0.13320359587669373, 0.13210716843605042, 0.13093648850917816, 0.12960444390773773, 0.12821941077709198, 0.12673215568065643, 0.12501271069049835, 0.12339501827955246, 0.1210993230342865, 0.11905723065137863, 0.11682971566915512, 0.1145656630396843, 0.11216025799512863, 0.10973554849624634, 0.10750288516283035, 0.10519813746213913, 0.10292121767997742, 0.10072743892669678, 0.0988788902759552, 0.0968739241361618, 0.09503962844610214, 0.09341172873973846, 0.09175973385572433, 0.0902830958366394, 0.08883152157068253, 0.08748164027929306]","[0.533569872379303, 0.22123298048973083, 0.17832663655281067, 0.16679084300994873, 0.1609720140695572, 0.15704703330993652, 0.1541687697172165, 0.15189188718795776, 0.15003006160259247, 0.14835824072360992, 0.14686045050621033, 0.14558176696300507, 0.14462697505950928, 0.14335665106773376, 0.14256858825683594, 0.14163939654827118, 0.14047223329544067, 0.1397208422422409, 0.13879649341106415, 0.1380515992641449, 0.13721349835395813, 0.13636229932308197, 0.13551516830921173, 0.13473549485206604, 0.1336144059896469, 0.13274553418159485, 0.1315782070159912, 0.13058160245418549, 0.12925447523593903, 0.1278727650642395, 0.12628501653671265, 0.12444084137678146, 0.12257475405931473, 0.12052904069423676, 0.11813090741634369, 0.11581194400787354, 0.11339765787124634, 0.11111288517713547, 0.10846275836229324, 0.10630403459072113, 0.10379356890916824, 0.10167466849088669, 0.09957145899534225, 0.0975680872797966, 0.0956626832485199, 0.09378018230199814, 0.09210614860057831, 0.09074226021766663, 0.08932220935821533, 0.08802299201488495]","[0.579730212688446, 0.22938348352909088, 0.17906984686851501, 0.16658176481723785, 0.16046103835105896, 0.15641236305236816, 0.15346083045005798, 0.15120716392993927, 0.1492396891117096, 0.14759987592697144, 0.14613988995552063, 0.14483387768268585, 0.14347094297409058, 0.1425083726644516, 0.1414305418729782, 0.14047707617282867, 0.13945451378822327, 0.1385270655155182, 0.1377796083688736, 0.13692352175712585, 0.13582877814769745, 0.13493755459785461, 0.1340775191783905, 0.13293151557445526, 0.1319330334663391, 0.13067008554935455, 0.12948638200759888, 0.12783439457416534, 0.12649017572402954, 0.1246645525097847, 0.12279150635004044, 0.1208420917391777, 0.11860230565071106, 0.11625659465789795, 0.1138915941119194, 0.11164647340774536, 0.1091807633638382, 0.10691238939762115, 0.10457473993301392, 0.10235299915075302, 0.10020056366920471, 0.09824249893426895, 0.09626000374555588, 0.0944182351231575, 0.09283220022916794, 0.09131154417991638, 0.08979303389787674, 0.08849702775478363, 0.08720088005065918, 0.08601868897676468]"
