,108,88,69,49,29
0,20.497400760650635,20.502819776535034,24.20253086090088,23.73879837989807,23.859562397003174
1,17.057608127593994,19.5717453956604,24.679224967956543,23.574589014053345,23.439907550811768
2,18.921040058135986,19.31816077232361,26.374775648117065,23.582643747329712,23.592661380767822
3,19.25757384300232,20.2257080078125,25.798235177993774,23.686882972717285,24.627549409866333
4,19.367404222488403,19.658533096313477,26.48983645439148,24.28650188446045,23.507041692733765
5,18.860272645950317,19.918405294418335,24.241437911987305,24.062698364257812,24.439815998077393
6,19.946335792541504,21.02979564666748,24.40460705757141,24.82610845565796,24.76861023902893
7,18.634321928024292,23.301013946533203,24.485655546188354,24.530730485916138,25.19628095626831
8,19.969143629074097,22.54928469657898,24.08014154434204,23.5811448097229,23.808183908462524
9,20.695868253707886,24.489779949188232,23.5516037940979,24.22845697402954,25.940372228622437
