,108,88,69,49,29
0,25.653770446777344,24.337597608566284,26.86643886566162,21.373995780944824,24.365728616714478
1,24.88901138305664,23.855808973312378,27.11316156387329,21.212658405303955,24.847057819366455
2,27.60932230949402,24.08277940750122,23.535035133361816,22.04474663734436,24.184086799621582
3,25.727705001831055,24.42484450340271,24.80042600631714,23.07700276374817,24.16868829727173
4,27.700323581695557,24.652708292007446,26.129310607910156,23.489763736724854,23.687398672103882
5,25.09185242652893,24.220813035964966,26.12777090072632,23.21404457092285,24.402007818222046
6,24.56792163848877,25.33715057373047,26.096452236175537,24.10831093788147,24.267564296722412
7,24.12861680984497,25.297707557678223,21.508215188980103,23.975438594818115,24.725931406021118
8,23.905543088912964,25.4906485080719,23.8410747051239,24.694754600524902,24.69050693511963
9,23.9002788066864,26.901644229888916,21.13011384010315,25.219574689865112,24.654313325881958
