,108,88,69,49,29
0,0.41753253938974105,0.41962904061795225,0.41381662495912996,0.42016903701063374,0.41434548572447477
1,0.42530182020274904,0.41964365432964384,0.41191622958627555,0.41725816282451655,0.4168132848208388
2,0.4136381567557239,0.4146335887172233,0.4107065804634639,0.41261822971263223,0.4110763358744986
3,0.412713367658635,0.41351984153706406,0.41581380877516694,0.4146785113771565,0.41358640000481095
4,0.41877058444992554,0.4164582644783421,0.41712881064721635,0.4097692026095928,0.4104143719845241
5,0.4186461602902279,0.4155271118720349,0.4179529989547983,0.4129161589661792,0.41277480381246456
6,0.4165875582944262,0.4164823694148609,0.41393524243343044,0.4158679246389904,0.41072262413294824
7,0.41565354423086187,0.4149117136544021,0.4241809600910965,0.41434664654344094,0.41222019868077175
8,0.4285603342716613,0.41276797519517366,0.4115562456227602,0.41536654845793647,0.41425652616173725
9,0.41587324928218417,0.4187873694786615,0.41585991781576265,0.4122799253260638,0.41519054358763413
