,108,88,69,49,29
0,0.8272285873166224,0.8254892026358744,0.830290130572183,0.8250397779066309,0.8298560724002725
1,0.8207390418187551,0.825477047638772,0.8318452894351032,0.8274555820855637,0.8278233174679348
2,0.8304364817939678,0.8296193809513112,0.8328314585411212,0.8312716523351539,0.8325303224023055
3,0.831193835516153,0.8305334703100944,0.828648051962299,0.8295824598458188,0.8304789126363715
4,0.826202483267656,0.8281164952284522,0.8275625448181096,0.8335936633536412,0.8330692472223847
5,0.8263057445675297,0.8288842593031563,0.826880446932356,0.831027905184153,0.8311435750972007
6,0.8280097526042594,0.8280965971439065,0.8301928244708883,0.8286034480463356,0.8328183978825433
7,0.8287801127505808,0.8293907309178934,0.8216826620085813,0.8298551190578005,0.8315970219919585
8,0.817981649280911,0.8311491619031516,0.8321390702778619,0.8290164750766539,0.829929124020665
9,0.828599059002256,0.8261885507953957,0.8286100478757574,0.8315482185920822,0.8291613473940347
