,108,88,69,49,29
0,"[0.6174246072769165, 0.5625495910644531, 0.5577526092529297, 0.5553985238075256, 0.5469717383384705, 0.5432509183883667, 0.5422061681747437, 0.5414019823074341, 0.5407729148864746, 0.5402435660362244, 0.5397989153862, 0.539349377155304, 0.5389383435249329, 0.5385790467262268, 0.5382426381111145, 0.5379863381385803, 0.5377283692359924, 0.5374852418899536, 0.5372374653816223, 0.5370755791664124, 0.5368829369544983, 0.5367133617401123, 0.5365859270095825, 0.5364826917648315, 0.5362441539764404, 0.5361397862434387, 0.536013662815094, 0.5359114408493042, 0.5358038544654846, 0.5355364084243774]","[0.6353033781051636, 0.5630929470062256, 0.5540096759796143, 0.5461015105247498, 0.5429691076278687, 0.5413489937782288, 0.5401620864868164, 0.5391819477081299, 0.5384640693664551, 0.5378530621528625, 0.5373851656913757, 0.5368902087211609, 0.5365781784057617, 0.5362411737442017, 0.5359288454055786, 0.5356908440589905, 0.5355148315429688, 0.5353226661682129, 0.5351215600967407, 0.5349181890487671, 0.5347567796707153, 0.5345642566680908, 0.5344477891921997, 0.5343570113182068, 0.5339473485946655, 0.5338101387023926, 0.5337193608283997, 0.5336022973060608, 0.5335189700126648, 0.5333738327026367]","[0.6794815063476562, 0.607105553150177, 0.5988989472389221, 0.587549090385437, 0.5819975137710571, 0.566188395023346, 0.5623037815093994, 0.5562610030174255, 0.5550495982170105, 0.5540212988853455, 0.553256630897522, 0.5526685118675232, 0.5522335171699524, 0.5518261194229126, 0.551521897315979, 0.5511050820350647, 0.5507432222366333, 0.5504512786865234, 0.550199031829834, 0.5500133633613586, 0.5497821569442749, 0.5496348142623901, 0.5494292378425598, 0.5492711067199707, 0.5490710735321045, 0.5489709377288818, 0.5488468408584595, 0.5487499237060547, 0.5486052632331848, 0.5485298037528992]","[0.7252805233001709, 0.585216224193573, 0.5533967614173889, 0.5491966605186462, 0.5461536049842834, 0.544450581073761, 0.5433157682418823, 0.5424850583076477, 0.5418033003807068, 0.5412630438804626, 0.5407668352127075, 0.5402308702468872, 0.5395566821098328, 0.5378406643867493, 0.5372949838638306, 0.5369081497192383, 0.5365423560142517, 0.5361794829368591, 0.5358766317367554, 0.5356276035308838, 0.5352842211723328, 0.5351096987724304, 0.5348695516586304, 0.5346900820732117, 0.5345140695571899, 0.5343594551086426, 0.5341906547546387, 0.5340344309806824, 0.5339443683624268, 0.5338218808174133]","[0.7660650014877319, 0.6450681686401367, 0.6333608627319336, 0.6185348033905029, 0.5688524842262268, 0.563182532787323, 0.5609556436538696, 0.5594478845596313, 0.5583195686340332, 0.5575163960456848, 0.5567995309829712, 0.5561174154281616, 0.5554553866386414, 0.5549332499504089, 0.5543885231018066, 0.5539497137069702, 0.5535679459571838, 0.5532748103141785, 0.5529689192771912, 0.5525942444801331, 0.5523870587348938, 0.5522139072418213, 0.552028477191925, 0.5518630743026733, 0.5516895055770874, 0.5515731573104858, 0.5514241456985474, 0.5512476563453674, 0.5511016845703125, 0.5504627227783203]"
1,"[0.8385562300682068, 0.6795392036437988, 0.5699434876441956, 0.5603505373001099, 0.5577526092529297, 0.5559095144271851, 0.5546095967292786, 0.5537912249565125, 0.5531837344169617, 0.5526634454727173, 0.5522733330726624, 0.551839292049408, 0.5514745712280273, 0.551184356212616, 0.5509526133537292, 0.5507127046585083, 0.5504579544067383, 0.5502727031707764, 0.5500537753105164, 0.5499417185783386, 0.5497307777404785, 0.5495807528495789, 0.5495238900184631, 0.5492703318595886, 0.5491218566894531, 0.548973560333252, 0.5488901138305664, 0.5487517714500427, 0.5486479997634888, 0.5485368371009827]","[0.604856014251709, 0.5758782625198364, 0.5640069246292114, 0.5601379871368408, 0.5582690238952637, 0.5569056272506714, 0.5558751821517944, 0.5550708770751953, 0.5543745160102844, 0.5538198351860046, 0.55271977186203, 0.5521575212478638, 0.5517613887786865, 0.5514310002326965, 0.5511497259140015, 0.5508691668510437, 0.5506651997566223, 0.5504640340805054, 0.5502848625183105, 0.5501078963279724, 0.5498883724212646, 0.5495758652687073, 0.549213707447052, 0.5489599108695984, 0.5488326549530029, 0.5486505627632141, 0.5484978556632996, 0.5484036207199097, 0.5482573509216309, 0.5481362342834473]","[0.6049755811691284, 0.5554512739181519, 0.5490851998329163, 0.5461795926094055, 0.5445085167884827, 0.5431259870529175, 0.542033851146698, 0.5408337712287903, 0.5400047898292542, 0.539436399936676, 0.5390812158584595, 0.5386337637901306, 0.5383680462837219, 0.5380749702453613, 0.5378154516220093, 0.5376205444335938, 0.5373449325561523, 0.5371351838111877, 0.5369880795478821, 0.5367853045463562, 0.536645233631134, 0.5365336537361145, 0.5363989472389221, 0.536217987537384, 0.5361363887786865, 0.5360309481620789, 0.5358734130859375, 0.53575199842453, 0.5356023907661438, 0.5354930758476257]","[0.6585363149642944, 0.5701980590820312, 0.5594886541366577, 0.5503978133201599, 0.5470601320266724, 0.5456141829490662, 0.5446304678916931, 0.543833315372467, 0.5431157946586609, 0.5424978733062744, 0.5419636368751526, 0.5415111780166626, 0.54104083776474, 0.5406908988952637, 0.5403404831886292, 0.540056586265564, 0.5398219227790833, 0.539492130279541, 0.539267897605896, 0.5390341281890869, 0.5388201475143433, 0.5386242866516113, 0.5384543538093567, 0.5381301045417786, 0.5373985171318054, 0.5372009873390198, 0.537068784236908, 0.5369277596473694, 0.5368670225143433, 0.5367375612258911]","[0.6380863189697266, 0.5793339014053345, 0.5736135244369507, 0.5619603395462036, 0.5592198967933655, 0.5575761795043945, 0.5563318729400635, 0.555454671382904, 0.5547344088554382, 0.5541013479232788, 0.553642213344574, 0.5532295107841492, 0.5528464913368225, 0.5525282025337219, 0.5522578954696655, 0.55204176902771, 0.5518561005592346, 0.5516038537025452, 0.5514824390411377, 0.5512755513191223, 0.551156222820282, 0.5510391592979431, 0.5508748292922974, 0.5507431030273438, 0.5506666898727417, 0.5505033135414124, 0.5503820776939392, 0.5503377318382263, 0.5502387285232544, 0.5501601099967957]"
2,"[0.6299919486045837, 0.5542013645172119, 0.5468637347221375, 0.544429361820221, 0.5428691506385803, 0.5415382981300354, 0.5406959652900696, 0.5399662852287292, 0.5393062233924866, 0.5384919047355652, 0.5380600690841675, 0.5376268625259399, 0.5372388958930969, 0.5368826389312744, 0.5366237759590149, 0.5363280773162842, 0.5360941290855408, 0.535857081413269, 0.5356879234313965, 0.5355278253555298, 0.535344660282135, 0.5351853966712952, 0.5350878834724426, 0.5349276661872864, 0.5348501205444336, 0.5347535610198975, 0.5346261262893677, 0.5343064665794373, 0.5340091586112976, 0.5338682532310486]","[0.7827634215354919, 0.6789028644561768, 0.5708167552947998, 0.5612938404083252, 0.5588926672935486, 0.5572927594184875, 0.5558873414993286, 0.5547451972961426, 0.5538415908813477, 0.5530836582183838, 0.552539050579071, 0.5520064234733582, 0.5515859723091125, 0.5511448383331299, 0.5508111119270325, 0.550520658493042, 0.550263524055481, 0.5499870181083679, 0.5497603416442871, 0.5495544075965881, 0.5493802428245544, 0.5491902828216553, 0.5490336418151855, 0.5488940477371216, 0.5487387776374817, 0.5485996603965759, 0.5485265851020813, 0.5484309792518616, 0.5482883453369141, 0.5481894016265869]","[0.6580740809440613, 0.5525239109992981, 0.547870397567749, 0.5457963943481445, 0.5443848967552185, 0.5433433055877686, 0.5424416065216064, 0.5415841341018677, 0.5410220623016357, 0.5405108332633972, 0.5400153398513794, 0.5396180748939514, 0.5392584800720215, 0.538951575756073, 0.5386991500854492, 0.5384628772735596, 0.5382057428359985, 0.5380476713180542, 0.5378444194793701, 0.5376680493354797, 0.537467896938324, 0.537341833114624, 0.53720623254776, 0.5369566679000854, 0.5368562340736389, 0.5367528796195984, 0.5366299152374268, 0.536527156829834, 0.5364105105400085, 0.5363439917564392]","[0.7263382077217102, 0.5719143748283386, 0.5559812784194946, 0.5480086803436279, 0.5457854270935059, 0.5442050695419312, 0.5428690314292908, 0.5419887900352478, 0.5411484837532043, 0.540412962436676, 0.5398379564285278, 0.5393357276916504, 0.5389001369476318, 0.5385695099830627, 0.5382131934165955, 0.5379136800765991, 0.5376693606376648, 0.5374228358268738, 0.5372024178504944, 0.5370312929153442, 0.5368538498878479, 0.5366684198379517, 0.5365230441093445, 0.5363292694091797, 0.5362401604652405, 0.5361550450325012, 0.5359825491905212, 0.535878598690033, 0.5357875823974609, 0.5357120633125305]","[0.6574545502662659, 0.561042070388794, 0.5546826720237732, 0.5506398677825928, 0.5485268831253052, 0.5470476150512695, 0.546076774597168, 0.5451899170875549, 0.5445719361305237, 0.5439630150794983, 0.5434486269950867, 0.5429881811141968, 0.5425357818603516, 0.5420233607292175, 0.5415493845939636, 0.5411791801452637, 0.5407552123069763, 0.5405192375183105, 0.5401869416236877, 0.539971113204956, 0.5396879315376282, 0.5395055413246155, 0.539243757724762, 0.5391492247581482, 0.5389286279678345, 0.5388332009315491, 0.5386753082275391, 0.5385652184486389, 0.5384144186973572, 0.5383584499359131]"
3,"[0.6111409664154053, 0.5517855882644653, 0.5476660132408142, 0.5454168319702148, 0.5430339574813843, 0.541840672492981, 0.5408605933189392, 0.5400959849357605, 0.5396003127098083, 0.5390048027038574, 0.5385479927062988, 0.5382309556007385, 0.5379247069358826, 0.5376497507095337, 0.5374027490615845, 0.5372274518013, 0.537049412727356, 0.5368866324424744, 0.5367006063461304, 0.5365570187568665, 0.5364367961883545, 0.5362581610679626, 0.5361690521240234, 0.5359962582588196, 0.5359214544296265, 0.5358004570007324, 0.5357105135917664, 0.5356119871139526, 0.5355291366577148, 0.5354248881340027]","[0.6168134212493896, 0.564649224281311, 0.561450719833374, 0.559545636177063, 0.558069109916687, 0.5565754175186157, 0.5556510090827942, 0.5550096035003662, 0.5543901324272156, 0.5538197159767151, 0.553455114364624, 0.5530181527137756, 0.5526611804962158, 0.5523912906646729, 0.5521596074104309, 0.5519075393676758, 0.5516507625579834, 0.5514500141143799, 0.5512576699256897, 0.5510756373405457, 0.5508409738540649, 0.5506582856178284, 0.5504193305969238, 0.5502138137817383, 0.5499735474586487, 0.5497873425483704, 0.5495977401733398, 0.5494641065597534, 0.5493257641792297, 0.5492249727249146]","[0.6539984345436096, 0.5683943629264832, 0.5633625984191895, 0.5607753992080688, 0.559181272983551, 0.5579032897949219, 0.5568385720252991, 0.5560223460197449, 0.5554002523422241, 0.554864227771759, 0.5543463230133057, 0.5537956357002258, 0.5533174872398376, 0.5528653860092163, 0.5526118874549866, 0.5522415041923523, 0.5520586371421814, 0.5518069863319397, 0.5516030192375183, 0.5513742566108704, 0.5512068867683411, 0.551027238368988, 0.5508641004562378, 0.5507053732872009, 0.5505457520484924, 0.5504075288772583, 0.5503066778182983, 0.5502324104309082, 0.550064742565155, 0.5499551892280579]","[0.7165157794952393, 0.596149742603302, 0.5841116905212402, 0.578312873840332, 0.5765165090560913, 0.573421835899353, 0.565004289150238, 0.5636696219444275, 0.5627714991569519, 0.5620964765548706, 0.5572317242622375, 0.5549466609954834, 0.5542492866516113, 0.5538155436515808, 0.5533194541931152, 0.5529468655586243, 0.5526087880134583, 0.5523383021354675, 0.5520503520965576, 0.5518361926078796, 0.5516272187232971, 0.5514340996742249, 0.5512555837631226, 0.5511003732681274, 0.5509247779846191, 0.5508383512496948, 0.550602912902832, 0.5504628419876099, 0.5503519773483276, 0.550186038017273]","[0.6227353811264038, 0.5686877965927124, 0.5625587701797485, 0.5597662329673767, 0.5543347001075745, 0.547135591506958, 0.54563307762146, 0.5446966290473938, 0.5436077117919922, 0.5415938496589661, 0.5406998991966248, 0.5400170087814331, 0.5395829081535339, 0.539152979850769, 0.5387952327728271, 0.5384548306465149, 0.5382359623908997, 0.5379493236541748, 0.5377343893051147, 0.5374752283096313, 0.5372826457023621, 0.5370938181877136, 0.5369163751602173, 0.5365216135978699, 0.5360991358757019, 0.5358788371086121, 0.5357325673103333, 0.5356147885322571, 0.53553706407547, 0.5354209542274475]"
4,"[0.9338391423225403, 0.6198299527168274, 0.5648764371871948, 0.5599506497383118, 0.5569220781326294, 0.555322527885437, 0.5541601777076721, 0.5532412528991699, 0.552271842956543, 0.5515013337135315, 0.5509566068649292, 0.5504035949707031, 0.5499587655067444, 0.5495398640632629, 0.5492836833000183, 0.5489753484725952, 0.5486785769462585, 0.5483886003494263, 0.5481911897659302, 0.5479452610015869, 0.547804594039917, 0.547598123550415, 0.547448456287384, 0.5472827553749084, 0.5471532940864563, 0.5469861030578613, 0.5467655062675476, 0.5465867519378662, 0.5464444160461426, 0.5463162064552307]","[0.6995675563812256, 0.6595137119293213, 0.6250232458114624, 0.5586963891983032, 0.5564023852348328, 0.5551328659057617, 0.5541467666625977, 0.5533863306045532, 0.5527594685554504, 0.5522322654724121, 0.5517536997795105, 0.5513750910758972, 0.5510122776031494, 0.5507043600082397, 0.5504427552223206, 0.5501763224601746, 0.5499367117881775, 0.5496858358383179, 0.5495188236236572, 0.5493088364601135, 0.5491440296173096, 0.549024760723114, 0.5488424897193909, 0.548758864402771, 0.5485974550247192, 0.5485302805900574, 0.5484121441841125, 0.5483129620552063, 0.5482215881347656, 0.548154890537262]","[0.9696166515350342, 0.9661363959312439, 0.9655805826187134, 0.9653832912445068, 0.9652429819107056, 0.965131938457489, 0.9649698734283447, 0.9647214412689209, 0.9596601128578186, 0.939167857170105, 0.8965303301811218, 0.591178834438324, 0.5727649927139282, 0.5694305300712585, 0.5674633979797363, 0.5660504698753357, 0.5597657561302185, 0.5575447678565979, 0.5566320419311523, 0.5558800101280212, 0.5552326440811157, 0.5546598434448242, 0.5541542768478394, 0.5537430644035339, 0.5533547401428223, 0.5530672669410706, 0.5527833700180054, 0.5525755882263184, 0.5523514151573181, 0.5521489381790161]","[0.7447662949562073, 0.5748811960220337, 0.5536832213401794, 0.5498905181884766, 0.5477760434150696, 0.5463310480117798, 0.5453586578369141, 0.5446051359176636, 0.5439715385437012, 0.5433840155601501, 0.5428422689437866, 0.5424012541770935, 0.542044460773468, 0.5416192412376404, 0.5412394404411316, 0.5409395098686218, 0.54063481092453, 0.5403172969818115, 0.540149450302124, 0.5399793386459351, 0.5398030281066895, 0.5396515727043152, 0.5395048260688782, 0.5394253134727478, 0.5392749905586243, 0.539108395576477, 0.5390485525131226, 0.5389444231987, 0.5388026237487793, 0.5387808680534363]","[0.9381386637687683, 0.8770796656608582, 0.7941074967384338, 0.7079343199729919, 0.6039279699325562, 0.5754887461662292, 0.5720805525779724, 0.5651190876960754, 0.5595723390579224, 0.5582111477851868, 0.5572763085365295, 0.5566120147705078, 0.5560100078582764, 0.5555729269981384, 0.5552291870117188, 0.5548741817474365, 0.554631769657135, 0.5543574094772339, 0.5541170835494995, 0.5539352297782898, 0.5537336468696594, 0.5536183714866638, 0.5534213185310364, 0.553307831287384, 0.5531371831893921, 0.552961528301239, 0.552871584892273, 0.5527339577674866, 0.5525606870651245, 0.5523761510848999]"
5,"[0.6160708069801331, 0.5710543394088745, 0.5528191328048706, 0.5473093390464783, 0.5407081246376038, 0.5392929911613464, 0.5382655262947083, 0.5375222563743591, 0.5368534326553345, 0.5362979173660278, 0.5358648300170898, 0.5355015397071838, 0.5351107716560364, 0.5347403883934021, 0.5344446897506714, 0.534186840057373, 0.5339561700820923, 0.533685564994812, 0.5334321856498718, 0.5331962704658508, 0.5329160094261169, 0.5322748422622681, 0.5321248769760132, 0.5319574475288391, 0.5317248702049255, 0.5314069986343384, 0.5311955213546753, 0.5310626029968262, 0.5309414863586426, 0.5308287739753723]","[0.6549936532974243, 0.6087061762809753, 0.5830250978469849, 0.5678685903549194, 0.5579160451889038, 0.5559990406036377, 0.554667592048645, 0.5536381602287292, 0.5526678562164307, 0.5512641072273254, 0.550483763217926, 0.5499438643455505, 0.549204409122467, 0.5487992167472839, 0.5484364628791809, 0.548122227191925, 0.5476882457733154, 0.5473302006721497, 0.547065794467926, 0.5468340516090393, 0.5466405749320984, 0.5465155839920044, 0.5462923645973206, 0.5461854934692383, 0.5460385680198669, 0.54588782787323, 0.5456898212432861, 0.5454102158546448, 0.5452744364738464, 0.5451608896255493]","[0.6384487152099609, 0.5728330016136169, 0.5639554262161255, 0.5612329840660095, 0.5595539212226868, 0.5582746863365173, 0.5574413537979126, 0.5566486120223999, 0.5560371279716492, 0.555435061454773, 0.5549578070640564, 0.5544474720954895, 0.5539723038673401, 0.5535433292388916, 0.5530669093132019, 0.5525957942008972, 0.552222728729248, 0.5518414974212646, 0.5515695214271545, 0.5512791872024536, 0.5510502457618713, 0.5508314371109009, 0.550707221031189, 0.5504927635192871, 0.550385594367981, 0.5502654314041138, 0.5500729084014893, 0.5499573349952698, 0.5498126149177551, 0.5497137904167175]","[0.6017408967018127, 0.5520951747894287, 0.5483030676841736, 0.545957624912262, 0.5441871285438538, 0.5427137613296509, 0.541250467300415, 0.5403955578804016, 0.5394543409347534, 0.5387243032455444, 0.5381908416748047, 0.5376010537147522, 0.5370765328407288, 0.536202609539032, 0.5357896089553833, 0.535415768623352, 0.5351522564888, 0.5349321961402893, 0.5346869826316833, 0.5345234870910645, 0.5343202948570251, 0.5341938138008118, 0.5339825749397278, 0.5339268445968628, 0.5337782502174377, 0.5336459875106812, 0.5335569977760315, 0.5334374904632568, 0.5333627462387085, 0.5332258343696594]","[0.6182600855827332, 0.5647823810577393, 0.5610622763633728, 0.5591709017753601, 0.5578088760375977, 0.5564926862716675, 0.5555054545402527, 0.5547441840171814, 0.5540518164634705, 0.5534852743148804, 0.5529236197471619, 0.5524501204490662, 0.5520331859588623, 0.551698625087738, 0.5513906478881836, 0.5511065125465393, 0.5508548021316528, 0.5506277680397034, 0.5504158139228821, 0.5502132177352905, 0.5500507950782776, 0.5498770475387573, 0.549773097038269, 0.5496044158935547, 0.5495245456695557, 0.5493882894515991, 0.5492346286773682, 0.5491793751716614, 0.5490383505821228, 0.5489628314971924]"
6,"[0.6487957835197449, 0.5574751496315002, 0.5466100573539734, 0.544151246547699, 0.5423824787139893, 0.5406489968299866, 0.5398485064506531, 0.5392432808876038, 0.5386533141136169, 0.5382497310638428, 0.5378533005714417, 0.5375182032585144, 0.5371783971786499, 0.5368403792381287, 0.5359915494918823, 0.5354170203208923, 0.53516685962677, 0.5349703431129456, 0.5347493886947632, 0.5345767140388489, 0.5343945622444153, 0.5342258810997009, 0.534052848815918, 0.5339049696922302, 0.5337781310081482, 0.5335936546325684, 0.5334884524345398, 0.5333974361419678, 0.5332826375961304, 0.5332163572311401]","[0.6633296608924866, 0.5735477209091187, 0.5699602961540222, 0.5676975846290588, 0.5658588409423828, 0.5574896335601807, 0.5542358756065369, 0.5533673763275146, 0.5526798963546753, 0.5521084070205688, 0.5512996315956116, 0.5506764054298401, 0.5503075122833252, 0.5499737858772278, 0.5496811270713806, 0.5494097471237183, 0.5491759181022644, 0.5489324927330017, 0.5487657785415649, 0.5485504865646362, 0.5482993721961975, 0.5480855703353882, 0.5478895902633667, 0.547759473323822, 0.5475670099258423, 0.5474568009376526, 0.5473381280899048, 0.5472553372383118, 0.5471335649490356, 0.5470098257064819]","[0.6649768948554993, 0.5781127214431763, 0.5739942193031311, 0.5718149542808533, 0.5702022910118103, 0.5672136545181274, 0.5656435489654541, 0.5643104314804077, 0.5634140968322754, 0.5627046227455139, 0.5621801614761353, 0.5616399049758911, 0.5611896514892578, 0.5589134097099304, 0.5515252351760864, 0.5508285164833069, 0.5503529906272888, 0.5500611662864685, 0.5497289896011353, 0.5495002269744873, 0.5492916107177734, 0.5490729212760925, 0.5489226579666138, 0.5487633347511292, 0.5486351847648621, 0.5484762191772461, 0.5483348369598389, 0.5482751727104187, 0.5481281876564026, 0.5480119585990906]","[0.7905803322792053, 0.623626172542572, 0.5792757272720337, 0.5606433749198914, 0.5580297112464905, 0.5506377816200256, 0.5460072159767151, 0.5449498891830444, 0.544201135635376, 0.5435305237770081, 0.5429253578186035, 0.5423390865325928, 0.5418776273727417, 0.5413734316825867, 0.5410473942756653, 0.5406796336174011, 0.5402517318725586, 0.5399243235588074, 0.5396489500999451, 0.5393441915512085, 0.5390571355819702, 0.5387773513793945, 0.5386325120925903, 0.538368821144104, 0.5380998849868774, 0.5379443764686584, 0.5377823114395142, 0.5376219749450684, 0.5374951958656311, 0.5373356342315674]","[0.6482747793197632, 0.5768057107925415, 0.5682741403579712, 0.56516432762146, 0.5525656342506409, 0.5506557822227478, 0.549605131149292, 0.548771858215332, 0.548123300075531, 0.5475757122039795, 0.5470182299613953, 0.5465897917747498, 0.5461555123329163, 0.5450859665870667, 0.543464720249176, 0.5427526831626892, 0.5423378944396973, 0.541983962059021, 0.541694164276123, 0.541347324848175, 0.541011393070221, 0.5406963229179382, 0.5405146479606628, 0.5399649143218994, 0.5397338271141052, 0.5395826697349548, 0.5393965244293213, 0.5393165946006775, 0.5391991138458252, 0.539082407951355]"
7,"[0.6291335225105286, 0.5642298460006714, 0.5602021813392639, 0.5581480860710144, 0.5566443800926208, 0.5556942224502563, 0.5547640323638916, 0.5540586709976196, 0.5534482002258301, 0.5528264045715332, 0.552359938621521, 0.5519494414329529, 0.5515536069869995, 0.5511563420295715, 0.5508445501327515, 0.5505549907684326, 0.5503197312355042, 0.5500360131263733, 0.5497692823410034, 0.5496233105659485, 0.5493913292884827, 0.5490661859512329, 0.5486239194869995, 0.5481231808662415, 0.5478510856628418, 0.5476429462432861, 0.5474731922149658, 0.5473670363426208, 0.5472766160964966, 0.5471189022064209]","[0.635688841342926, 0.5663437247276306, 0.5622049570083618, 0.5600687265396118, 0.5586360096931458, 0.5574919581413269, 0.5566124320030212, 0.5558130145072937, 0.555056095123291, 0.5545252561569214, 0.5540233850479126, 0.5535224080085754, 0.5531225800514221, 0.5527591705322266, 0.5524689555168152, 0.5521479845046997, 0.5519174337387085, 0.551643967628479, 0.551369309425354, 0.5510950088500977, 0.5508958697319031, 0.5507407188415527, 0.550542950630188, 0.5503977537155151, 0.5502542853355408, 0.5501400232315063, 0.5500262379646301, 0.5499496459960938, 0.5498399138450623, 0.5497676730155945]","[0.8584190011024475, 0.8479198217391968, 0.844801127910614, 0.8203306794166565, 0.6304124593734741, 0.5754555463790894, 0.5706597566604614, 0.5637958645820618, 0.557670533657074, 0.5565943717956543, 0.5558622479438782, 0.5551439523696899, 0.554419994354248, 0.5537950992584229, 0.5533246994018555, 0.5529348254203796, 0.552632212638855, 0.5523174405097961, 0.5520702004432678, 0.5517987012863159, 0.5516472458839417, 0.5514554977416992, 0.5512784123420715, 0.5511071085929871, 0.5509606003761292, 0.5508082509040833, 0.5506994724273682, 0.550564706325531, 0.550433337688446, 0.5503177642822266]","[0.7492596507072449, 0.579826831817627, 0.5735822916030884, 0.5710245966911316, 0.5693328976631165, 0.5681479573249817, 0.5643523931503296, 0.5574494004249573, 0.55619215965271, 0.5554892420768738, 0.5548428297042847, 0.5543785691261292, 0.5540132522583008, 0.5536942481994629, 0.553354799747467, 0.5531176924705505, 0.5528464913368225, 0.5526061654090881, 0.5524111390113831, 0.5522250533103943, 0.5520057678222656, 0.5519118905067444, 0.5517818927764893, 0.5516412854194641, 0.551544189453125, 0.551446259021759, 0.5513665676116943, 0.5512129068374634, 0.5511004328727722, 0.5510027408599854]","[0.8556008338928223, 0.6984723210334778, 0.5673306584358215, 0.5623023509979248, 0.5605592131614685, 0.5593848824501038, 0.5586294531822205, 0.5579091906547546, 0.5573346018791199, 0.5568339824676514, 0.5563568472862244, 0.5560122132301331, 0.5557358860969543, 0.555465817451477, 0.5552068948745728, 0.5550289154052734, 0.554820716381073, 0.5546452403068542, 0.5545186400413513, 0.5543150901794434, 0.5541682243347168, 0.554049551486969, 0.5539060235023499, 0.5537793636322021, 0.5536861419677734, 0.5535615086555481, 0.5534429550170898, 0.5533973574638367, 0.5532596111297607, 0.5531578063964844]"
8,"[0.6159608364105225, 0.5737370848655701, 0.5693003535270691, 0.5586779117584229, 0.5562354922294617, 0.5546510219573975, 0.5536614060401917, 0.5529295206069946, 0.5523324012756348, 0.5518420338630676, 0.550886332988739, 0.549865186214447, 0.5494880080223083, 0.5490944981575012, 0.5481331944465637, 0.5366414785385132, 0.5359509587287903, 0.5356398224830627, 0.5354321002960205, 0.5352103114128113, 0.5350275635719299, 0.5347623825073242, 0.5345353484153748, 0.5339838862419128, 0.5337623953819275, 0.5335857272148132, 0.5332778096199036, 0.5330763459205627, 0.5329257845878601, 0.5327695608139038]","[0.6629366874694824, 0.5754663944244385, 0.5695813298225403, 0.5603042244911194, 0.551884651184082, 0.5426610112190247, 0.5414426326751709, 0.5405535697937012, 0.5396662950515747, 0.5390743017196655, 0.538525402545929, 0.5381314754486084, 0.5377557873725891, 0.5373494625091553, 0.536976158618927, 0.5366398692131042, 0.5364081859588623, 0.5361263155937195, 0.5357010960578918, 0.5353888869285583, 0.5352161526679993, 0.5350747108459473, 0.5349114537239075, 0.5347603559494019, 0.53461754322052, 0.5344766974449158, 0.5343748331069946, 0.534151554107666, 0.5340109467506409, 0.5338922142982483]","[0.7586302161216736, 0.5740002989768982, 0.5623751878738403, 0.5599716305732727, 0.5584697723388672, 0.5573772192001343, 0.5567001104354858, 0.5559777021408081, 0.5554208159446716, 0.5548619627952576, 0.5544435977935791, 0.5540274381637573, 0.5536609888076782, 0.5534000396728516, 0.5530394911766052, 0.5527097582817078, 0.5524867177009583, 0.5522211194038391, 0.5519922375679016, 0.5517894625663757, 0.5515304207801819, 0.5513091087341309, 0.5511649250984192, 0.5509834289550781, 0.5508133172988892, 0.5507100820541382, 0.5505603551864624, 0.5504368543624878, 0.5502927303314209, 0.5500530004501343]","[0.8833644390106201, 0.5969239473342896, 0.5754015445709229, 0.570358157157898, 0.5564858913421631, 0.5539695620536804, 0.552288293838501, 0.5508929491043091, 0.5499372482299805, 0.5492120385169983, 0.5486202239990234, 0.5480321049690247, 0.5475236177444458, 0.5471813082695007, 0.5466364622116089, 0.5409796237945557, 0.5398924946784973, 0.5394705533981323, 0.5391507744789124, 0.5388101935386658, 0.5386402606964111, 0.5384234189987183, 0.538221538066864, 0.5380251407623291, 0.5379106998443604, 0.537775993347168, 0.5376009941101074, 0.5373564958572388, 0.5368329882621765, 0.536675214767456]","[0.9390590190887451, 0.8591456413269043, 0.5825484991073608, 0.5662319660186768, 0.5626571774482727, 0.5606241822242737, 0.5591568946838379, 0.5499749779701233, 0.5475953221321106, 0.5464742183685303, 0.5455408096313477, 0.5447672605514526, 0.544185221195221, 0.5436476469039917, 0.5431033968925476, 0.5426855683326721, 0.5422419905662537, 0.5419228672981262, 0.5415395498275757, 0.5411885976791382, 0.5409548282623291, 0.5406110286712646, 0.540393590927124, 0.5402039289474487, 0.5399904251098633, 0.5398655533790588, 0.5396482348442078, 0.5394970774650574, 0.5393326878547668, 0.5392133593559265]"
