,108,88,69,49,29
0,26.526987314224243,29.507328033447266,28.352932691574097,22.2137393951416,17.110353231430054
1,26.08788299560547,28.534770011901855,28.10292339324951,22.822765350341797,17.02006220817566
2,26.709040880203247,26.402577877044678,26.443992376327515,22.17714834213257,16.952128410339355
3,27.227275848388672,26.868526220321655,25.948380708694458,20.795410871505737,17.15222406387329
4,26.426478385925293,26.9212863445282,27.605201244354248,18.543593883514404,17.070204973220825
5,27.25853967666626,26.929635763168335,26.954333782196045,18.425825357437134,17.762385845184326
6,26.807945013046265,28.041818857192993,27.376997232437134,17.714076042175293,16.99578046798706
7,27.398555040359497,28.322537899017334,27.970895290374756,18.454168558120728,17.252873420715332
8,27.766387462615967,26.521663665771484,30.17471146583557,17.359127044677734,16.960636138916016
9,28.560407400131226,26.176461935043335,24.32830786705017,18.083147287368774,16.98247528076172
