,108,88,69,49,29
0,0.3143538295334106,0.31003229558391066,0.30118305722908567,0.30843930543898285,0.3063894914828677
1,0.31389601617444296,0.3053438402025001,0.30324590820632324,0.3040803109964431,0.30249455286386423
2,0.30641919256142247,0.3034522168685089,0.298955166390332,0.30205103404770267,0.30083088122247004
3,0.3073992965342628,0.30251839674634234,0.3063575286005126,0.3045682074604498,0.30804759501264617
4,0.3097959282271834,0.30745160755186796,0.3045722926070747,0.3012150617104451,0.3031547384691985
5,0.30909482985750514,0.3093077427095641,0.3031954232698806,0.30271086057800933,0.30345189857889243
6,0.30696268881103667,0.30488721963204934,0.3018302363676048,0.30329913359593197,0.30311438039610267
7,0.3060244665531254,0.30873377885419245,0.3147922113775147,0.30195091001949065,0.3020849692174476
8,0.3171231682473823,0.3027317172709589,0.30113834163685693,0.3104221856808757,0.3038531323377912
9,0.3068220484035341,0.3106660768204712,0.30867356131255286,0.3045421803727619,0.30487791556375965
