,108,88,69,49,29
0,0.8578546409548407,0.857337321929202,0.8574218615922751,0.8539445667050457,0.8555732908573938
1,0.858758497580135,0.8595710826845308,0.8557132452912559,0.853744165943846,0.8527710610293961
2,0.8586457634902283,0.8580643298623019,0.8567477436041286,0.8541058259791434,0.8539050012322854
3,0.8597222316019769,0.8572036569920449,0.8556671315438628,0.8556673929719575,0.8544497557852497
4,0.8598063302108355,0.859417817487715,0.8571555131449289,0.8557925750710231,0.8501255388773831
5,0.8592976264262164,0.8605316264253149,0.857115067986268,0.8541215804976612,0.8524331796102556
6,0.8602740832601267,0.8589804285821957,0.8571199932580573,0.8544413316337842,0.8520399749313156
7,0.8583583065102729,0.855689138771817,0.8564026296017325,0.8554571923982215,0.8528806748651674
8,0.8602090273636,0.8597486933019749,0.8555392960150314,0.8539195664687881,0.8507567116186862
9,0.8591398943811899,0.8587370953612685,0.8573928437316327,0.8538234707452212,0.8525884153982827
