,108,88,69,49,29
0,0.4754414674878861,0.46513360038980783,0.4897353524487335,0.4668760884410611,0.48993906372124374
1,0.48853512325597587,0.4859262485539044,0.47094915699800216,0.47246668443736617,0.490313070043579
2,0.4730153189676813,0.48681339603350793,0.4735446432415283,0.46796586405735535,0.47639146891530787
3,0.4731484269605372,0.4916675337026192,0.4949758458829125,0.49373930512120123,0.4672422492518177
4,0.48763963841749325,0.4919835007905918,0.4994002223230124,0.47890520233465184,0.49513211451266836
5,0.461993120349889,0.4911155480148327,0.4928317702733123,0.46713120764004185,0.4909982919654518
6,0.4647412923421068,0.48937944219578805,0.4881861081010705,0.47525276400216915,0.47753580356498926
7,0.4857260824990363,0.4927258394782839,0.49181147470284287,0.49261963316702556,0.4953385503825354
8,0.46646450180694804,0.4662349921747207,0.49459946130255195,0.47264136683697117,0.4781709731928216
9,0.4696622482476857,0.48998394549364127,0.46868815469186337,0.4707263043351586,0.4740237711200605
