,108,88,69,49,29
0,25.62340807914734,24.13309335708618,24.388547897338867,25.006114959716797,24.310940265655518
1,25.43393087387085,24.594879388809204,24.53925919532776,25.187188386917114,24.696111917495728
2,25.128084182739258,26.523520946502686,24.34997248649597,25.313084363937378,25.940498113632202
3,25.21992588043213,24.8914475440979,25.148082494735718,26.32931900024414,26.074151754379272
4,24.894461154937744,25.498055934906006,25.528604984283447,27.150866508483887,27.093848705291748
5,24.578714847564697,25.64455771446228,25.61359930038452,24.95226001739502,24.08483910560608
6,24.921717643737793,25.31085181236267,26.38025164604187,24.485960721969604,24.890944480895996
7,25.93845248222351,25.317840576171875,26.999032020568848,24.5783588886261,25.52697777748108
8,24.912291765213013,24.627466678619385,25.844266891479492,24.68446111679077,25.214870929718018
9,24.165467023849487,24.832007884979248,25.522402048110962,25.087517261505127,26.156049013137817
